"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"27 List 2024 19:37:42";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CYZ4M";"T2-DC-5P6DRL";"-";"USD/JPY";"61 000 Jednost.";"150,771";"-";"150,750";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 19:37:22";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CYZ47";"T2-DC-5P6DR7";"-";"USD/JPY";"7 000 Jednost.";"150,786";"-";"150,750";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 19:30:32";"Transakcja Sprzedaży";"O2-DC-9CYZ4M";"T2-DC-5P6DRL";"-";"USD/JPY";"61 000 Jednost.";"150,771";"-";"-";"-";"-";"4,091176";"249 561,73";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 19:30:17";"Transakcja Sprzedaży";"O2-DC-9CYZ47";"T2-DC-5P6DR7";"-";"USD/JPY";"7 000 Jednost.";"150,786";"-";"-";"-";"-";"4,091526";"28 640,68";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 17:35:30";" Transakcja Kupna";"O2-DC-9CYR48";"T2-DC-5P66KJ";"-";"USD/JPY";"60 000 Jednost.";"150,951";"-";"-";"-";"-";"4,093901";"245 634,06";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 17:17:03";" Zamknięcie Transakcji";"O2-DC-9CYPYN";"T2-DC-5P65KM";"O2-DC-9CXXPP";"USD/JPY";"20 000 Jednost.";"151,335";"-";"-";"-";"-";"0,026808";"81 956,58";"58,98";"26 145,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 17:03:42";"Stop Loss";"O2-DC-9CYMP3";"T2-DC-5P64QP";"-";"USD/JPY";"70 000 Jednost.";"151,280";"-";"-";"-";"-";"0,026807";"286 755,42";"82,57";"26 086,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 17:03:29";" Zmodyfikowano Transakcję Kupna";"O2-DC-9CYMP3";"T2-DC-5P63L6";"-";"USD/JPY";"70 000 Jednost.";"151,236";"-";"151,280";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 16:52:22";" Transakcja Kupna";"O2-DC-9CYMP3";"T2-DC-5P63L6";"-";"USD/JPY";"70 000 Jednost.";"151,236";"-";"-";"-";"-";"4,097208";"286 804,56";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 16:18:01";"Stop Loss";"O2-DC-9CYHDK";"T2-DC-5P6072";"-";"USD/JPY";"70 000 Jednost.";"151,760";"-";"-";"-";"-";"0,026811";"287 696,71";"20,64";"26 003,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 16:17:21";" Zmodyfikowano Transakcję Kupna";"O2-DC-9CYHDK";"T2-DC-5P5ZZE";"-";"USD/JPY";"70 000 Jednost.";"151,749";"-";"151,760";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 16:16:22";" Transakcja Kupna";"O2-DC-9CYHDK";"T2-DC-5P5ZZE";"-";"USD/JPY";"70 000 Jednost.";"151,749";"-";"-";"-";"-";"4,109953";"287 696,71";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 10:55:35";"Transakcja Sprzedaży";"O2-DC-9CXXPP";"T2-DC-5P5H18";"-";"USD/JPY";"20 000 Jednost.";"151,445";"-";"-";"-";"-";"4,117178";"82 343,56";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 10:43:04";"Stop Loss";"O2-DC-9CXQ0X";"T2-DC-5P5GGX";"-";"USD/JPY";"20 000 Jednost.";"151,490";"-";"-";"-";"-";"0,026895";"82 291,04";"23,13";"25 982,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 10:42:37";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CXQ0X";"T2-DC-5P5BE5";"-";"USD/JPY";"20 000 Jednost.";"151,533";"-";"151,490";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 09:21:04";"Transakcja Sprzedaży";"O2-DC-9CXQ0X";"T2-DC-5P5BE5";"-";"USD/JPY";"20 000 Jednost.";"151,533";"-";"-";"-";"-";"4,101376";"82 027,52";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 09:18:08";" Zamknięcie Transakcji";"O2-DC-9CXPMD";"T2-DC-5P59ZE";"O2-DC-9CXNSF";"USD/JPY";"20 000 Jednost.";"151,566";"-";"-";"-";"-";"0,026853";"82 229,92";"5,91";"25 959,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 09:08:15";"Transakcja Sprzedaży";"O2-DC-9CXNSF";"T2-DC-5P59BK";"-";"USD/JPY";"20 000 Jednost.";"151,577";"-";"-";"-";"-";"4,113159";"82 263,18";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 09:07:31";"Odrzucono Zlecenie: brak wystarczających środków";"O2-DC-9CXNPY";"-";"-";"USD/JPY";"30 000 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 02:36:35";" Zmodyfikowano Transakcję Kupna";"O2-DC-9CTNWE";"T2-DC-5P2R5Y";"-";"USD/JPY";"100 000 Jednost.";"154,369";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"27 List 2024 02:36:06";"Transakcja Sprzedaży";"O2-DC-9CXB58";"T2-DC-5P4ZE2";"-";"USD/JPY";"70 000 Jednost.";"152,680";"-";"-";"-";"-";"4,124592";"288 721,44";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"1391158258";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-49,02";"25 953,89";"-";"-";"-";"-";"-";"-49,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DC-9CW8WR";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90 000,00";"5,53252%";"-56,27";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DC-9CX5JR";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14 000,00";"5,53252%";"-8,75";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-D9-9BJZX7";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30 000,00";"5,53252%";"-18,76";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-D9-9BB04B";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34 000,00";"5,53252%";"-21,26";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DB-9C9X8L";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20 000,00";"3,47811%";"7,78";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DB-9CQYNM";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100 000,00";"3,47811%";"38,91";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DC-9CTNWE";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100 000,00";"3,47811%";"38,91";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-D9-9BS5RZ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22 000,00";"5,53252%";"-13,75";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DB-9CKXH9";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90 000,00";"3,47811%";"35,02";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DB-9C9XVJ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30 000,00";"3,47811%";"11,67";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 23:02:09";"Koszty Utrzymania Pozycji";"O2-DC-9CWHJE";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100 000,00";"5,53252%";"-62,52";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 22:40:06";"Transakcja Sprzedaży";"O2-DC-9CX5JR";"T2-DC-5P4VT8";"-";"USD/JPY";"14 000 Jednost.";"153,046";"-";"-";"-";"-";"4,123981";"57 735,73";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 21:59:00";"Take Profit";"O2-DC-9CX1LS";"T2-DC-5P4TZP";"-";"USD/JPY";"100 000 Jednost.";"153,085";"-";"-";"-";"-";"0,026705";"412 967,20";"29,38";"26 002,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 21:45:34";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CX1LS";"T2-DC-5P4R8G";"-";"USD/JPY";"100 000 Jednost.";"153,096";"-";"-";"153,085";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 21:00:21";"Transakcja Sprzedaży";"O2-DC-9CX1LS";"T2-DC-5P4R8G";"-";"USD/JPY";"100 000 Jednost.";"153,096";"-";"-";"-";"-";"4,134242";"413 424,20";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:37:41";"Stop Loss";"O2-DC-9CWTJF";"T2-DC-5P4K4P";"-";"USD/JPY";"100 000 Jednost.";"153,310";"-";"-";"-";"-";"0,026712";"413 665,60";"85,48";"25 973,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:37:40";"Zmodyfikowano Stop Loss";"O2-DC-9CWTJF";"-";"O2-DC-9CWTK9";"USD/JPY";"100 000 Jednost.";"153,342";"-";"153,310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:37:14";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWTJF";"T2-DC-5P4K3R";"-";"USD/JPY";"100 000 Jednost.";"153,342";"-";"153,320";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:36:39";"Transakcja Sprzedaży";"O2-DC-9CWTJF";"T2-DC-5P4K3R";"-";"USD/JPY";"100 000 Jednost.";"153,342";"-";"-";"-";"-";"4,136706";"413 670,60";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:13:04";"Stop Loss";"O2-DC-9CWS9L";"T2-DC-5P4J7M";"-";"USD/JPY";"100 000 Jednost.";"153,310";"-";"-";"-";"-";"0,026704";"413 484,30";"149,54";"25 888,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:12:58";"Zmodyfikowano Stop Loss";"O2-DC-9CWS9L";"-";"O2-DC-9CWSCK";"USD/JPY";"100 000 Jednost.";"153,366";"-";"153,310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:12:25";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWS9L";"T2-DC-5P4J5C";"-";"USD/JPY";"100 000 Jednost.";"153,366";"-";"153,330";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 18:10:35";"Transakcja Sprzedaży";"O2-DC-9CWS9L";"T2-DC-5P4J5C";"-";"USD/JPY";"100 000 Jednost.";"153,366";"-";"-";"-";"-";"4,135344";"413 534,40";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:57:49";" Zamknięcie Transakcji";"O2-DC-9CWRM3";"T2-DC-5P4HLE";"O2-DC-9CW8WR";"USD/JPY";"10 000 Jednost.";"153,441";"-";"-";"-";"-";"0,026667";"41 326,38";"10,67";"25 738,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:56:54";"Stop Loss";"O2-DC-9CWQME";"T2-DC-5P4HK8";"-";"USD/JPY";"100 000 Jednost.";"153,445";"-";"-";"-";"-";"0,026663";"413 233,80";"95,99";"25 727,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:56:54";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWQME";"T2-DC-5P4GTB";"-";"USD/JPY";"100 000 Jednost.";"153,481";"-";"153,445";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:39:12";"Transakcja Sprzedaży";"O2-DC-9CWQME";"T2-DC-5P4GTB";"-";"USD/JPY";"100 000 Jednost.";"153,481";"-";"-";"-";"-";"4,131676";"413 167,60";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:31:53";"Stop Loss";"O2-DC-9CWNQ5";"T2-DC-5P4GGV";"-";"USD/JPY";"100 000 Jednost.";"153,540";"-";"-";"-";"-";"0,026662";"413 467,20";"178,64";"25 631,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:31:47";"Zmodyfikowano Stop Loss";"O2-DC-9CWNQ5";"-";"O2-DC-9CWQ6P";"USD/JPY";"100 000 Jednost.";"153,607";"-";"153,540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:31:24";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWNQ5";"T2-DC-5P4F83";"-";"USD/JPY";"100 000 Jednost.";"153,607";"-";"153,590";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:09:00";"Transakcja Sprzedaży";"O2-DC-9CWNQ5";"T2-DC-5P4F83";"-";"USD/JPY";"100 000 Jednost.";"153,607";"-";"-";"-";"-";"4,132408";"413 240,80";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:01:00";"Stop Loss";"O2-DC-9CWMNZ";"T2-DC-5P4ENJ";"-";"USD/JPY";"100 000 Jednost.";"153,470";"-";"-";"-";"-";"0,026619";"412 555,40";"18,63";"25 453,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 17:00:58";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWMNZ";"T2-DC-5P4EEY";"-";"USD/JPY";"100 000 Jednost.";"153,477";"-";"153,470";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:59:20";"Transakcja Sprzedaży";"O2-DC-9CWMNZ";"T2-DC-5P4EEY";"-";"USD/JPY";"100 000 Jednost.";"153,477";"-";"-";"-";"-";"4,128019";"412 801,90";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:47:26";"Stop Loss";"O2-DC-9CWL5W";"T2-DC-5P4DH8";"-";"USD/JPY";"100 000 Jednost.";"153,510";"-";"-";"-";"-";"0,026612";"412 584,50";"188,95";"25 434,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:46:46";"Zmodyfikowano Stop Loss";"O2-DC-9CWL5W";"-";"O2-DC-9CWLHX";"USD/JPY";"100 000 Jednost.";"153,581";"-";"153,510";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:46:24";"Zmodyfikowano Stop Loss";"O2-DC-9CWL5W";"-";"O2-DC-9CWLHX";"USD/JPY";"100 000 Jednost.";"153,581";"-";"153,520";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:45:54";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWL5W";"T2-DC-5P4D07";"-";"USD/JPY";"100 000 Jednost.";"153,581";"-";"153,570";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:42:13";"Transakcja Sprzedaży";"O2-DC-9CWL5W";"T2-DC-5P4D07";"-";"USD/JPY";"100 000 Jednost.";"153,581";"-";"-";"-";"-";"4,126286";"412 628,60";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:22:44";" Zamknięcie Transakcji";"O2-DC-9CWJ36";"T2-DC-5P4B98";"O2-DC-9CVR1F";"USD/JPY";"90 000 Jednost.";"153,685";"-";"-";"-";"-";"0,026585";"371 448,72";"339,76";"25 245,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:18:07";"Transakcja Sprzedaży";"O2-DC-9CWHJE";"T2-DC-5P49T2";"-";"USD/JPY";"100 000 Jednost.";"153,503";"-";"-";"-";"-";"4,122568";"412 256,80";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:12:24";"Stop Loss";"O2-DC-9CWGFL";"T2-DC-5P499N";"-";"USD/JPY";"100 000 Jednost.";"153,590";"-";"-";"-";"-";"0,026589";"412 533,40";"23,93";"24 905,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:12:20";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWGFL";"T2-DC-5P48YJ";"-";"USD/JPY";"100 000 Jednost.";"153,599";"-";"153,590";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:08:19";"Transakcja Sprzedaży";"O2-DC-9CWGFL";"T2-DC-5P48YJ";"-";"USD/JPY";"100 000 Jednost.";"153,599";"-";"-";"-";"-";"4,126666";"412 666,60";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:03:05";"Stop Loss";"O2-DC-9CWFJS";"T2-DC-5P48D2";"-";"USD/JPY";"100 000 Jednost.";"153,430";"-";"-";"-";"-";"0,026618";"412 465,20";"55,90";"24 881,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:03:00";"Zmodyfikowano Transakcję Sprzedaży";"O2-DC-9CWFJS";"T2-DC-5P4872";"-";"USD/JPY";"100 000 Jednost.";"153,451";"-";"153,430";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 16:02:05";"Transakcja Sprzedaży";"O2-DC-9CWFJS";"T2-DC-5P4872";"-";"USD/JPY";"100 000 Jednost.";"153,451";"-";"-";"-";"-";"4,124161";"412 416,10";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 15:51:03";" Zamknięcie Transakcji";"O2-DC-9CWE76";"T2-DC-5P472V";"O2-DC-9CVR1F";"USD/JPY";"10 000 Jednost.";"153,618";"-";"-";"-";"-";"0,026602";"41 275,08";"55,60";"24 826,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"26 List 2024 15:44:20";" Zamknięcie Transakcji";"O2-DC-9CWDBZ";"T2-DC-5P4677";"O2-DC-9CTC38";"USD/JPY";"95 000 Jednost.";"153,662";"-";"-";"-";"-";"0,026592";"392 127,51";"558,30";"24 770,44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
