"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"24 Kw 2024 17:35:17";"Zmodyfikowano Take Profit";"O2-CT-8ZXPPX";"-";"O2-CT-8ZXQDR";"Solana (USD)";"50 Jednost.";"152,995";"-";"-";"146,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 17:34:56";"Zmodyfikowano Take Profit";"O2-CT-8ZXPPX";"-";"O2-CT-8ZXQDR";"Solana (USD)";"50 Jednost.";"152,995";"-";"-";"152,200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 17:25:21";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZXPPX";"T2-CT-5ECFJ4";"-";"Solana (USD)";"50 Jednost.";"152,995";"-";"-";"146,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 17:24:53";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZXQ05";"T2-CT-5ECFRN";"-";"Solana (USD)";"60 Jednost.";"152,988";"-";"-";"146,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 17:21:16";"Transakcja Sprzedaży";"O2-CT-8ZXQ05";"T2-CT-5ECFRN";"-";"Solana (USD)";"60 Jednost.";"152,988";"-";"-";"-";"-";"4,071276";"37 371,38";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 17:19:14";"Transakcja Sprzedaży";"O2-CT-8ZXPPX";"T2-CT-5ECFJ4";"-";"Solana (USD)";"50 Jednost.";"152,995";"-";"-";"-";"-";"4,070765";"31 140,33";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 16:45:25";"Take Profit";"O2-CT-8ZTQD4";"T2-CT-5ECBGR";"-";"Solana (USD)";"11 Jednost.";"153,000";"-";"-";"-";"-";"4,032";"6 854,06";"89,81";"24 047,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 16:45:25";"Take Profit";"O2-CT-8ZSSK9";"T2-CT-5ECBGQ";"-";"Solana (USD)";"40 Jednost.";"153,000";"-";"-";"-";"-";"4,032";"24 923,87";"173,38";"23 957,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 16:45:25";"Take Profit";"O2-CT-8ZSFNF";"T2-CT-5ECBGP";"-";"Solana (USD)";"60 Jednost.";"153,000";"-";"-";"-";"-";"4,032";"37 385,80";"139,10";"23 783,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 00:31:48";"Zmodyfikowano Take Profit";"O2-CT-8ZTQD4";"-";"O2-CT-8ZTSQR";"Solana (USD)";"11 Jednost.";"155,025";"-";"-";"153,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 00:31:36";"Zmodyfikowano Take Profit";"O2-CT-8ZSSK9";"-";"O2-CT-8ZSSM6";"Solana (USD)";"40 Jednost.";"154,075";"-";"-";"153,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 00:31:24";"Zmodyfikowano Take Profit";"O2-CT-8ZSFNF";"-";"O2-CT-8ZSFS4";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"153,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"24 Kw 2024 00:30:37";"Zmodyfikowano Take Profit";"O2-CT-8ZSFNF";"-";"O2-CT-8ZSFS4";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"153,800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 23:01:04";"Koszty Utrzymania Pozycji";"1329574587";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-4,79";"23 644,79";"-";"-";"-";"-";"-";"-4,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 23:01:04";"Koszty Utrzymania Pozycji";"O2-CR-8Z7P36";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 824,50";"-27,50000%";"-23,86";"-23,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 23:01:04";"Koszty Utrzymania Pozycji";"O2-CT-8ZTQD4";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1 721,39";"-10,00000%";"1,89";"1,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 23:01:04";"Koszty Utrzymania Pozycji";"O2-CT-8ZSFNF";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 389,40";"-10,00000%";"10,31";"10,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 23:01:04";"Koszty Utrzymania Pozycji";"O2-CT-8ZSSK9";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 259,60";"-10,00000%";"6,87";"6,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 14:55:53";"Zmodyfikowano Take Profit";"O2-CT-8ZTQD4";"-";"O2-CT-8ZTSQR";"Solana (USD)";"11 Jednost.";"155,025";"-";"-";"153,800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 14:55:37";"Zmodyfikowano Take Profit";"O2-CT-8ZSSK9";"-";"O2-CT-8ZSSM6";"Solana (USD)";"40 Jednost.";"154,075";"-";"-";"153,800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 13:44:08";"Zmodyfikowano Take Profit";"O2-CT-8ZSFNF";"-";"O2-CT-8ZSFS4";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"146,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 13:43:54";"Zmodyfikowano Take Profit";"O2-CT-8ZSSK9";"-";"O2-CT-8ZSSM6";"Solana (USD)";"40 Jednost.";"154,075";"-";"-";"146,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 13:43:40";"Zmodyfikowano Take Profit";"O2-CT-8ZTQD4";"-";"O2-CT-8ZTSQR";"Solana (USD)";"11 Jednost.";"155,025";"-";"-";"146,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 13:26:35";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZTQD4";"T2-CT-5E908H";"-";"Solana (USD)";"11 Jednost.";"155,025";"-";"-";"150,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 12:49:54";"Transakcja Sprzedaży";"O2-CT-8ZTQD4";"T2-CT-5E908H";"-";"Solana (USD)";"11 Jednost.";"155,025";"-";"-";"-";"-";"4,075524";"6 949,88";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 00:15:30";"Zmodyfikowano Take Profit";"O2-CT-8ZSFNF";"-";"O2-CT-8ZSFS4";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"150,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"23 Kw 2024 00:15:13";"Zmodyfikowano Take Profit";"O2-CT-8ZSSK9";"-";"O2-CT-8ZSSM6";"Solana (USD)";"40 Jednost.";"154,075";"-";"-";"150,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 23:01:02";"Koszty Utrzymania Pozycji";"1329142145";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-6,64";"23 649,58";"-";"-";"-";"-";"-";"-6,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 23:01:02";"Koszty Utrzymania Pozycji";"O2-CR-8Z7P36";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 740,95";"-27,50000%";"-23,74";"-23,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 23:01:02";"Koszty Utrzymania Pozycji";"O2-CT-8ZSFNF";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 289,14";"-10,00000%";"10,26";"10,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 23:01:02";"Koszty Utrzymania Pozycji";"O2-CT-8ZSSK9";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 192,76";"-10,00000%";"6,84";"6,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:52:08";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSSK9";"T2-CT-5E88W3";"-";"Solana (USD)";"40 Jednost.";"154,075";"-";"-";"151,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:51:00";"Transakcja Sprzedaży";"O2-CT-8ZSSK9";"T2-CT-5E88W3";"-";"Solana (USD)";"40 Jednost.";"154,075";"-";"-";"-";"-";"4,072979";"25 101,76";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:39:10";"Stop Loss";"O2-CT-8ZSNCQ";"T2-CT-5E884Y";"-";"Solana (USD)";"20 Jednost.";"153,865";"-";"-";"-";"-";"4,03255";"12 534,05";"34,84";"23 617,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:39:10";"Stop Loss";"O2-CT-8ZSG0V";"T2-CT-5E884Z";"-";"Solana (USD)";"30 Jednost.";"153,865";"-";"-";"-";"-";"4,03255";"18 801,08";"38,71";"23 656,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:36:34";"Zmodyfikowano Stop Loss";"O2-CT-8ZSG0V";"-";"O2-CT-8ZSRF8";"Solana (USD)";"30 Jednost.";"154,185";"-";"153,850";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:36:26";"Zmodyfikowano Stop Loss";"O2-CT-8ZSNCQ";"-";"O2-CT-8ZSRDH";"Solana (USD)";"20 Jednost.";"154,297";"-";"153,850";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:35:35";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSG0V";"T2-CT-5E7Z11";"-";"Solana (USD)";"30 Jednost.";"154,185";"-";"153,950";"151,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 21:35:15";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSNCQ";"T2-CT-5E8580";"-";"Solana (USD)";"20 Jednost.";"154,297";"-";"153,950";"151,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:43:52";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSNCQ";"T2-CT-5E8580";"-";"Solana (USD)";"20 Jednost.";"154,297";"-";"-";"151,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:43:25";"Transakcja Sprzedaży";"O2-CT-8ZSNCQ";"T2-CT-5E8580";"-";"Solana (USD)";"20 Jednost.";"154,297";"-";"-";"-";"-";"4,070084";"12 560,03";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:30:20";"Stop Loss";"O2-CT-8ZSLB6";"T2-CT-5E8474";"-";"Solana (USD)";"20 Jednost.";"154,720";"-";"-";"-";"-";"4,02953";"12 594,27";"16,12";"23 582,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:29:47";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSLB6";"T2-CT-5E8386";"-";"Solana (USD)";"20 Jednost.";"154,920";"-";"154,700";"151,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:13:26";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSLB6";"T2-CT-5E8386";"-";"Solana (USD)";"20 Jednost.";"154,920";"-";"-";"151,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:13:03";"Transakcja Sprzedaży";"O2-CT-8ZSLB6";"T2-CT-5E8386";"-";"Solana (USD)";"20 Jednost.";"154,920";"-";"-";"-";"-";"4,071075";"12 613,81";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 20:07:38";" Zamknięcie Transakcji";"O2-CT-8ZSKXB";"T2-CT-5E82Y6";"O2-CT-8ZSHBH";"Solana (USD)";"20 Jednost.";"155,110";"-";"-";"-";"-";"4,03092";"12 630,37";"8,46";"23 566,55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:56:03";"Zmodyfikowano Take Profit";"O2-CT-8ZSFNF";"-";"O2-CT-8ZSFS4";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"151,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:55:48";"Zmodyfikowano Take Profit";"O2-CT-8ZSG0V";"-";"O2-CT-8ZSG1Q";"Solana (USD)";"30 Jednost.";"154,185";"-";"-";"151,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:55:31";"Zmodyfikowano Take Profit";"O2-CT-8ZSHBH";"-";"O2-CT-8ZSHC7";"Solana (USD)";"20 Jednost.";"155,215";"-";"-";"151,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:44:12";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSHBH";"T2-CT-5E8079";"-";"Solana (USD)";"20 Jednost.";"155,215";"-";"-";"152,900";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:43:40";"Transakcja Sprzedaży";"O2-CT-8ZSHBH";"T2-CT-5E8079";"-";"Solana (USD)";"20 Jednost.";"155,215";"-";"-";"-";"-";"4,07329";"12 644,71";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:28:42";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSG0V";"T2-CT-5E7Z11";"-";"Solana (USD)";"30 Jednost.";"154,185";"-";"-";"152,900";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:28:25";"Transakcja Sprzedaży";"O2-CT-8ZSG0V";"T2-CT-5E7Z11";"-";"Solana (USD)";"30 Jednost.";"154,185";"-";"-";"-";"-";"4,073049";"18 840,09";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:25:41";"Zmodyfikowano Transakcję Sprzedaży";"O2-CT-8ZSFNF";"T2-CT-5E7YJL";"-";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"152,900";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 19:24:09";"Transakcja Sprzedaży";"O2-CT-8ZSFNF";"T2-CT-5E7YJL";"-";"Solana (USD)";"60 Jednost.";"153,575";"-";"-";"-";"-";"4,07355";"37 535,72";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 11:21:39";" Zamknięcie Transakcji";"O2-CT-8ZRC01";"T2-CT-5E6YPX";"O2-CT-8ZRB6C";"Solana (USD)";"10 Jednost.";"153,600";"-";"-";"-";"-";"4,03136";"6 254,38";"15,92";"23 558,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"22 Kw 2024 11:07:08";" Transakcja Kupna";"O2-CT-8ZRB6C";"T2-CT-5E6Y2H";"-";"Solana (USD)";"10 Jednost.";"153,205";"-";"-";"-";"-";"4,072458";"6 239,20";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 23:01:14";"Koszty Utrzymania Pozycji";"1328746909";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-66,85";"23 542,17";"-";"-";"-";"-";"-";"-66,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 23:01:14";"Koszty Utrzymania Pozycji";"O2-CR-8Z7P36";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 277,25";"-27,50000%";"-66,85";"-66,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 21:59:02";" Zamknięcie Transakcji";"O2-CS-8ZQG5N";"T2-CS-5E68VZ";"O2-CS-8ZQ797";"Solana (USD)";"11 Jednost.";"145,330";"-";"-";"-";"-";"4,066867";"6 501,41";"-23,40";"23 609,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 21:00:18";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZQ797";"T2-CS-5E61KK";"-";"Solana (USD)";"11 Jednost.";"145,853";"-";"-";"147,300";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 20:11:00";" Transakcja Kupna";"O2-CS-8ZQ797";"T2-CS-5E61KK";"-";"Solana (USD)";"11 Jednost.";"145,853";"-";"-";"-";"-";"4,067548";"6 525,90";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 20:04:17";"Stop Loss";"O2-CS-8ZQ68R";"T2-CS-5E610Z";"-";"Solana (USD)";"10 Jednost.";"145,855";"-";"-";"-";"-";"4,02743";"5 933,24";"8,05";"23 632,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 20:04:15";"Zmodyfikowano Stop Loss";"O2-CS-8ZQ68R";"-";"O2-CS-8ZQ6MQ";"Solana (USD)";"10 Jednost.";"146,055";"-";"145,850";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 20:03:51";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZQ68R";"T2-CS-5E60PZ";"-";"Solana (USD)";"10 Jednost.";"146,055";"-";"145,950";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 20:00:49";"Transakcja Sprzedaży";"O2-CS-8ZQ68R";"T2-CS-5E60PZ";"-";"Solana (USD)";"10 Jednost.";"146,055";"-";"-";"-";"-";"4,066917";"5 939,93";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 19:54:43";" Zamknięcie Transakcji";"O2-CS-8ZQ5PX";"T2-CS-5E6064";"O2-CS-8ZPWZC";"Solana (USD)";"10,5 Jednost.";"146,745";"-";"-";"-";"-";"4,02502";"6 264,17";"7,18";"23 624,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 19:26:13";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZPWZC";"T2-CS-5E5QQC";"-";"Solana (USD)";"10,5 Jednost.";"146,575";"-";"-";"147,350";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 18:07:52";" Transakcja Kupna";"O2-CS-8ZPWZC";"T2-CS-5E5QQC";"-";"Solana (USD)";"10,5 Jednost.";"146,575";"-";"-";"-";"-";"4,068951";"6 262,26";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 18:03:51";"Take Profit";"O2-CS-8ZNY04";"T2-CS-5E5QE7";"-";"Solana (USD)";"10,1 Jednost.";"147,200";"-";"-";"-";"-";"4,02825";"6 049,06";"72,42";"23 617,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 18:01:51";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZNY04";"T2-CS-5E4W06";"-";"Solana (USD)";"10,1 Jednost.";"145,420";"-";"-";"147,200";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
